entry,name,signature,raw_c,native_source,status,notes
10006460,FUN_10006460,undefined FUN_10006460(void),raw-c/10006460_FUN_10006460.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: final audit helper row directly evidenced as MSVC STL/CRT/compiler/exception/zlib/no-op support in docs/ggponet; native libc++/libSystem/compiler runtime supplies equivalent behavior and no GGPO protocol logic is present
10006490,FUN_10006490,undefined FUN_10006490(void),raw-c/10006490_FUN_10006490.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: final audit helper row directly evidenced as MSVC STL/CRT/compiler/exception/zlib/no-op support in docs/ggponet; native libc++/libSystem/compiler runtime supplies equivalent behavior and no GGPO protocol logic is present
100064b0,FUN_100064b0,undefined FUN_100064b0(void),raw-c/100064b0_FUN_100064b0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10006c90,FUN_10006c90,undefined FUN_10006c90(void),raw-c/10006c90_FUN_10006c90.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10006cf0,FUN_10006cf0,undefined FUN_10006cf0(void),raw-c/10006cf0_FUN_10006cf0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10006d10,FUN_10006d10,undefined FUN_10006d10(void),raw-c/10006d10_FUN_10006d10.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10006e40,FUN_10006e40,undefined FUN_10006e40(void),raw-c/10006e40_FUN_10006e40.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10006e60,FUN_10006e60,undefined FUN_10006e60(void),raw-c/10006e60_FUN_10006e60.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10006f90,FUN_10006f90,undefined FUN_10006f90(void),raw-c/10006f90_FUN_10006f90.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
1000705a,Catch_All@1000705a,undefined Catch_All@1000705a(void),raw-c/1000705a_Catch_All@1000705a.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100070bd,FUN_100070bd,undefined FUN_100070bd(void),raw-c/100070bd_FUN_100070bd.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10007100,FUN_10007100,undefined FUN_10007100(void),raw-c/10007100_FUN_10007100.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
1000718e,Catch_All@1000718e,undefined Catch_All@1000718e(void),raw-c/1000718e_Catch_All@1000718e.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100071b5,FUN_100071b5,undefined FUN_100071b5(void),raw-c/100071b5_FUN_100071b5.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100071e0,FUN_100071e0,undefined FUN_100071e0(void),raw-c/100071e0_FUN_100071e0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10007220,FUN_10007220,undefined FUN_10007220(void),raw-c/10007220_FUN_10007220.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10007240,FUN_10007240,undefined FUN_10007240(void),raw-c/10007240_FUN_10007240.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10007280,FUN_10007280,undefined FUN_10007280(void),raw-c/10007280_FUN_10007280.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
100073b0,FUN_100073b0,undefined FUN_100073b0(void),raw-c/100073b0_FUN_100073b0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10007490,_Vector_iterator<>,undefined _Vector_iterator<>(void),raw-c/10007490__Vector_iterator_.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100074b0,FUN_100074b0,undefined FUN_100074b0(void),raw-c/100074b0_FUN_100074b0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
100074e0,FUN_100074e0,undefined FUN_100074e0(void),raw-c/100074e0_FUN_100074e0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10007560,FUN_10007560,undefined FUN_10007560(void),raw-c/10007560_FUN_10007560.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
100075a0,FUN_100075a0,undefined FUN_100075a0(void),raw-c/100075a0_FUN_100075a0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
100075e0,FUN_100075e0,undefined FUN_100075e0(void),raw-c/100075e0_FUN_100075e0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10007620,FUN_10007620,undefined FUN_10007620(void),raw-c/10007620_FUN_10007620.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10007640,FUN_10007640,undefined FUN_10007640(void),raw-c/10007640_FUN_10007640.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10007660,FUN_10007660,undefined FUN_10007660(void),raw-c/10007660_FUN_10007660.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: final audit helper row directly evidenced as MSVC STL/CRT/compiler/exception/zlib/no-op support in docs/ggponet; native libc++/libSystem/compiler runtime supplies equivalent behavior and no GGPO protocol logic is present
100076d0,FUN_100076d0,undefined FUN_100076d0(void),raw-c/100076d0_FUN_100076d0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10007720,FUN_10007720,undefined FUN_10007720(void),raw-c/10007720_FUN_10007720.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10007750,FUN_10007750,undefined FUN_10007750(void),raw-c/10007750_FUN_10007750.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10007780,FUN_10007780,undefined FUN_10007780(void),raw-c/10007780_FUN_10007780.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100077d0,FUN_100077d0,undefined FUN_100077d0(void),raw-c/100077d0_FUN_100077d0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10007810,FUN_10007810,undefined FUN_10007810(void),raw-c/10007810_FUN_10007810.c,Sources/FightcadeFBNeo/src/dep/ggponet-native/src/udp_protocol.cpp,native_converted,UdpMsg wire size wrapper: native message_size returns payload size plus type byte
10007830,FUN_10007830,undefined FUN_10007830(void),raw-c/10007830_FUN_10007830.c,Sources/FightcadeFBNeo/src/dep/ggponet-native/src/udp_protocol.cpp,native_converted,UdpMsg payload size by type including compressed-input bitvector length
10007990,FUN_10007990,undefined FUN_10007990(void),raw-c/10007990_FUN_10007990.c,Sources/FightcadeFBNeo/src/dep/ggponet-native/src/udp_socket.cpp,native_converted,UDP packet-stat construction: stores packet size with current monotonic timestamp
100079c0,FUN_100079c0,undefined FUN_100079c0(void),raw-c/100079c0_FUN_100079c0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
100079f0,FUN_100079f0,undefined FUN_100079f0(void),raw-c/100079f0_FUN_100079f0.c,Sources/FightcadeFBNeo/src/dep/ggponet-native/src/poll_backend.cpp,native_converted,Poll callback pair construction: stores target object and context
10007a20,FUN_10007a20,undefined FUN_10007a20(void),raw-c/10007a20_FUN_10007a20.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10007a40,FUN_10007a40,undefined FUN_10007a40(void),raw-c/10007a40_FUN_10007a40.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10007ac0,FUN_10007ac0,undefined FUN_10007ac0(void),raw-c/10007ac0_FUN_10007ac0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: final audit helper row directly evidenced as MSVC STL/CRT/compiler/exception/zlib/no-op support in docs/ggponet; native libc++/libSystem/compiler runtime supplies equivalent behavior and no GGPO protocol logic is present
10007af0,FUN_10007af0,undefined FUN_10007af0(void),raw-c/10007af0_FUN_10007af0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10007b10,FUN_10007b10,undefined FUN_10007b10(void),raw-c/10007b10_FUN_10007b10.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10007b40,FUN_10007b40,undefined FUN_10007b40(void),raw-c/10007b40_FUN_10007b40.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10007b80,FUN_10007b80,undefined FUN_10007b80(void),raw-c/10007b80_FUN_10007b80.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10007ba0,FUN_10007ba0,undefined FUN_10007ba0(void),raw-c/10007ba0_FUN_10007ba0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10007bc0,FUN_10007bc0,undefined FUN_10007bc0(void),raw-c/10007bc0_FUN_10007bc0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10007be0,std::function<void___cdecl(void)>::~function<void___cdecl(void)>,void __thiscall ~function<void___cdecl(void)>(function<void___cdecl(void)> * this),raw-c/10007be0_std_function_void___cdecl_void_function_void___cdecl_void_.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10007c00,FUN_10007c00,undefined FUN_10007c00(void),raw-c/10007c00_FUN_10007c00.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10007c40,FUN_10007c40,undefined FUN_10007c40(void),raw-c/10007c40_FUN_10007c40.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10007c60,FUN_10007c60,undefined FUN_10007c60(void),raw-c/10007c60_FUN_10007c60.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10007c70,FUN_10007c70,undefined FUN_10007c70(void),raw-c/10007c70_FUN_10007c70.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10007cf0,FUN_10007cf0,undefined FUN_10007cf0(void),raw-c/10007cf0_FUN_10007cf0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10007d80,Catch_All@10007d80,undefined Catch_All@10007d80(void),raw-c/10007d80_Catch_All@10007d80.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10007dc5,FUN_10007dc5,undefined FUN_10007dc5(void),raw-c/10007dc5_FUN_10007dc5.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10007df0,IsEnd,undefined IsEnd(void),raw-c/10007df0_IsEnd.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10007e10,FUN_10007e10,undefined FUN_10007e10(void),raw-c/10007e10_FUN_10007e10.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10007e30,FUN_10007e30,undefined FUN_10007e30(void),raw-c/10007e30_FUN_10007e30.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10007ee0,FUN_10007ee0,undefined FUN_10007ee0(void),raw-c/10007ee0_FUN_10007ee0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10007fc0,FUN_10007fc0,undefined FUN_10007fc0(void),raw-c/10007fc0_FUN_10007fc0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10008080,_Vector_iterator<>,undefined _Vector_iterator<>(void),raw-c/10008080__Vector_iterator_.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100080a0,FUN_100080a0,undefined FUN_100080a0(void),raw-c/100080a0_FUN_100080a0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
100080c0,FUN_100080c0,undefined FUN_100080c0(void),raw-c/100080c0_FUN_100080c0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
100080e0,FUN_100080e0,undefined FUN_100080e0(void),raw-c/100080e0_FUN_100080e0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: final audit helper row directly evidenced as MSVC STL/CRT/compiler/exception/zlib/no-op support in docs/ggponet; native libc++/libSystem/compiler runtime supplies equivalent behavior and no GGPO protocol logic is present
10008100,FUN_10008100,undefined FUN_10008100(void),raw-c/10008100_FUN_10008100.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100081b5,Catch_All@100081b5,undefined Catch_All@100081b5(void),raw-c/100081b5_Catch_All@100081b5.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10008218,FUN_10008218,undefined FUN_10008218(void),raw-c/10008218_FUN_10008218.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10008240,FUN_10008240,undefined FUN_10008240(void),raw-c/10008240_FUN_10008240.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100082e0,FUN_100082e0,undefined FUN_100082e0(void),raw-c/100082e0_FUN_100082e0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10008300,FUN_10008300,undefined FUN_10008300(void),raw-c/10008300_FUN_10008300.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100083a0,FUN_100083a0,undefined FUN_100083a0(void),raw-c/100083a0_FUN_100083a0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
100085c0,FUN_100085c0,undefined FUN_100085c0(void),raw-c/100085c0_FUN_100085c0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
100085e0,FUN_100085e0,undefined FUN_100085e0(void),raw-c/100085e0_FUN_100085e0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: final audit helper row directly evidenced as MSVC STL/CRT/compiler/exception/zlib/no-op support in docs/ggponet; native libc++/libSystem/compiler runtime supplies equivalent behavior and no GGPO protocol logic is present
10008630,FUN_10008630,undefined FUN_10008630(void),raw-c/10008630_FUN_10008630.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
100086a0,FUN_100086a0,undefined FUN_100086a0(void),raw-c/100086a0_FUN_100086a0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
100086c0,FUN_100086c0,undefined FUN_100086c0(void),raw-c/100086c0_FUN_100086c0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: final audit helper row directly evidenced as MSVC STL/CRT/compiler/exception/zlib/no-op support in docs/ggponet; native libc++/libSystem/compiler runtime supplies equivalent behavior and no GGPO protocol logic is present
100086e0,FUN_100086e0,undefined FUN_100086e0(void),raw-c/100086e0_FUN_100086e0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
100086f0,FUN_100086f0,undefined FUN_100086f0(void),raw-c/100086f0_FUN_100086f0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: final audit helper row directly evidenced as MSVC STL/CRT/compiler/exception/zlib/no-op support in docs/ggponet; native libc++/libSystem/compiler runtime supplies equivalent behavior and no GGPO protocol logic is present
10008710,FUN_10008710,undefined FUN_10008710(void),raw-c/10008710_FUN_10008710.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10008730,FUN_10008730,undefined FUN_10008730(void),raw-c/10008730_FUN_10008730.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: final audit helper row directly evidenced as MSVC STL/CRT/compiler/exception/zlib/no-op support in docs/ggponet; native libc++/libSystem/compiler runtime supplies equivalent behavior and no GGPO protocol logic is present
10008750,FUN_10008750,undefined FUN_10008750(void),raw-c/10008750_FUN_10008750.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
100087f0,FUN_100087f0,undefined FUN_100087f0(void),raw-c/100087f0_FUN_100087f0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10008810,FUN_10008810,undefined FUN_10008810(void),raw-c/10008810_FUN_10008810.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10008860,FUN_10008860,undefined FUN_10008860(void),raw-c/10008860_FUN_10008860.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100088b0,FUN_100088b0,undefined FUN_100088b0(void),raw-c/100088b0_FUN_100088b0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10008900,FUN_10008900,undefined FUN_10008900(void),raw-c/10008900_FUN_10008900.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: final audit helper row directly evidenced as MSVC STL/CRT/compiler/exception/zlib/no-op support in docs/ggponet; native libc++/libSystem/compiler runtime supplies equivalent behavior and no GGPO protocol logic is present
10008950,FUN_10008950,undefined FUN_10008950(void),raw-c/10008950_FUN_10008950.c,Sources/FightcadeFBNeo/src/dep/ggponet-native/src/udp_protocol.cpp,native_converted,UdpMsg constructor: stores message type byte
10008970,FUN_10008970,undefined FUN_10008970(void),raw-c/10008970_FUN_10008970.c,Sources/FightcadeFBNeo/src/dep/ggponet-native/src/game_input.cpp,native_converted,Native GameInput bit test over bits[bit / 8] and bit % 8
100089b0,FUN_100089b0,undefined FUN_100089b0(void),raw-c/100089b0_FUN_100089b0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10008a00,FUN_10008a00,undefined FUN_10008a00(void),raw-c/10008a00_FUN_10008a00.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10008a50,FUN_10008a50,undefined FUN_10008a50(void),raw-c/10008a50_FUN_10008a50.c,Sources/FightcadeFBNeo/src/dep/ggponet-native/src/udp_protocol.cpp,native_converted,Udp::Callbacks vtable construction mapped to native UdpReceiver callback table
10008a70,FUN_10008a70,undefined FUN_10008a70(void),raw-c/10008a70_FUN_10008a70.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10008a90,FUN_10008a90,undefined FUN_10008a90(void),raw-c/10008a90_FUN_10008a90.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10008ab0,FUN_10008ab0,undefined FUN_10008ab0(void),raw-c/10008ab0_FUN_10008ab0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10008b60,max_size,undefined max_size(void),raw-c/10008b60_max_size.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
